compound_smiles	compound_source	compound_inchikey	gram-positive	gram-negative	fungi	acid-fast
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]2N=C(N)N)O[C@@H](C)[C@]1(O)C=O	spark	UCSJYZPVAKXKNQ-HZYVHMACSA-N	5.0	5.0		
NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C1=CC=CC=C1	spark	PBCZLFBEBARBBI-UHFFFAOYSA-N	6.0			
CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1	spark	SKIVFJLNDNKQPD-UHFFFAOYSA-N	6.0	4.0		
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(Cl)N=N1	spark	XOXHILFPRYWFOD-UHFFFAOYSA-N	6.0	4.0		
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1	spark	SEEPANYCNGTZFQ-UHFFFAOYSA-N	6.0	4.0		
COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1	spark	ZZORFUFYDOWNEF-UHFFFAOYSA-N	6.0	3.5		
NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1	spark	BRBKOPJOKNSWSG-UHFFFAOYSA-N	6.0			
CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1	spark	QPPBRPIAZZHUNT-UHFFFAOYSA-N	6.0	4.0		
COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1	spark	GPTONYMQFTZPKC-UHFFFAOYSA-N	6.0	4.0		
CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1	spark	ASWVTGNCAZCNNR-UHFFFAOYSA-N	6.0	4.0		
CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1	spark	VACCAVUAMIDAGB-UHFFFAOYSA-N	6.0	4.0		
CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1	spark	JLKIGFTWXXRPMT-UHFFFAOYSA-N	6.0	6.0		
COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1	spark	VLYWMPOKSSWJAL-UHFFFAOYSA-N	6.0	4.0		
COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=N1	spark	WMPXPUYPYQKQCX-UHFFFAOYSA-N	6.0	4.0		
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)N(=O)=O	spark	GWBPFRGXNGPPMF-UHFFFAOYSA-N	6.0			
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1	spark	QWCJHSGMANYXCW-UHFFFAOYSA-N	6.0	4.0		
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1	spark	GECHUMIMRBOMGK-UHFFFAOYSA-N	6.0	4.0		
NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1	spark	NHZLNPMOSADWGC-UHFFFAOYSA-N	6.0			
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1	spark	JNMRHUJNCSQMMB-UHFFFAOYSA-N	6.0	5.0		
CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C	spark	NHUHCSRWZMLRLA-UHFFFAOYSA-N	5.0	4.0		
CCO\N=C(/C(=O)N[C@H]1[C@H]2SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N2C1=O)C([O-])=O)C1=NSC(N)=N1	spark	RGFBRLNVZCCMSV-BIRGHMBHSA-N	6.0	6.0		
CCCCCCCCCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=C2OC3=CC=C(C[C@H]4NC(=O)[C@@H](N)C5=CC=C(O)C(OC6=CC(O)=CC(=C6)[C@H](NC4=O)C(=O)N[C@@H]4C(C=C1OC1=CC=C(C=C1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)[C@@H]1NC(=O)[C@H](NC4=O)C4=CC=C(O)C(=C4)C4=C(O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)C=C(O)C=C4[C@@H](NC1=O)C(O)=O)=C2)=C5)C=C3Cl	spark	BJNLLBUOHPVGFT-VPMXZCLFSA-N	6.0			
CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H]4NC(=O)[C@H](NC(=O)[C@@H]5NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC)[C@H](O)C6=CC=C(OC2=CC5=C3)C(Cl)=C6)C2=CC=C(O)C(=C2)C2=C(C=C(O)C(CNCP(O)(O)=O)=C2O)[C@H](NC4=O)C(O)=O)O[C@@H](C)[C@H]1O	spark	ONUMZHGUFYIKPM-MXNFEBESSA-N	6.0			
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCN3C=NC(=C3)C3=CC=CN=C3)C(=O)O[C@]12C)OC	spark	LJVAJPDWBABPEJ-PNUFFHFMSA-N	6.5	5.0		
CC1CN(CCN1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O	spark	QKDHBVNJCZBTMR-UHFFFAOYSA-N	6.0	6.0		
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(O)=O)C3=CSC=C3)C(=O)N2[C@H]1C(O)=O	spark	OHKOGUYZJXTSFX-KZFFXBSXSA-N	5.5	5.0		
CN(C)C1C2CC3CC4=C(C=C(NC(=O)CNC(C)(C)C)C(O)=C4C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1O)N(C)C	spark	FPZLLRFZJZRHSY-UHFFFAOYSA-N	6.0			
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O	spark	NLVFBUXFDBBNBW-PBSUHMDJSA-N	6.0	6.0		
OC1=C(OC2=C(Cl)C=C(Cl)C=C2)C=CC(Cl)=C1	spark	XEFQLINVKFYRCS-UHFFFAOYSA-N	7.0	6.0		
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC	spark	IEDVJHCEMCRBQM-UHFFFAOYSA-N	6.0	6.0		
N[C@H]1[C@@H]2CN(C[C@H]12)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O	spark	WVPSKSLAZQPAKQ-CDMJZVDBSA-N	7.0	7.0		
CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC(Cl)=C(OC3=CC4=CC(OC5=C(Cl)C=C(C=C5)[C@@H](O)[C@@H]5NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)C1=CC(=C(O)C=C1)C1=C(O)C=C(O)C=C1[C@H](NC5=O)C(O)=O)=C3O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1C[C@](C)(N)[C@H](O)[C@H](C)O1)C=C2	spark	MYPYJXKWCTUITO-LYRMYLQWSA-N	6.0	4.0		
COC1(CS(=O)(=O)C1)C(NC(=O)C1=CC=C(C=C1)C#C\C=C/CCO)C(=O)NO	spark	ZAVCOAITSJCRDK-IHWYPQMZSA-N		5.0		
COC1(CS(=O)(=O)C1)C(NC(=O)C1CCC(=CC1)C1=CC=CC=C1)C(=O)NO	spark	FQPCPUKZSUSNKV-UHFFFAOYSA-N		4.5		
COC1(CS(=O)(=O)C1)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	spark	QVQHZORAUGAARX-INIZCTEOSA-N		5.0		
ONC(=O)[C@@H](NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)C1(CNC1)C#C	spark	CMZPJROCEXZKBB-LLVKDONJSA-N		6.0		
ONC(=O)[C@@H](NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)C1(CNC1)C=C	spark	IVBOSTIKCMZNAZ-LLVKDONJSA-N		6.0		
CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)NS(=O)(=O)C1COC1	spark	RVPQSBVKSOMYTO-OAHLLOKOSA-N		5.5		
COC1(CNC1)C(NC(=O)C1=CC=C(C=C1)C(F)(F)F)C(=O)NO	spark	SVYVXZMNLSMKNO-UHFFFAOYSA-N		5.0		
CCOC1(CNC1)C(NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)C(=O)NO	spark	FSSSMGSLUXIKFP-UHFFFAOYSA-N		5.0		
CC1(CNC1)[C@H](NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)C(=O)NO	spark	FYZJTIGFEZMJOT-SNVBAGLBSA-N		6.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC2(CNC2)C1)C(=O)NO	spark	HJVBRHLBHJFDND-GOSISDBHSA-N		5.0		
CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC2(C1)CN(C2)C=O)C(=O)NO	spark	UEJDFFIVIPLWJJ-LJQANCHMSA-N		6.0		
[H]C(=O)N1CC(C1)(OC)C(NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	spark	MIYWIWPVAXTZFO-UHFFFAOYSA-N		4.5		
CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)[C@](C)(O)C1CN(C)C1	spark	HUDHTRLCBSEXFD-CRAIPNDOSA-N		4.0		
CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)[C@](C)(O)C1CNC1	spark	BBFLFNMFAVVBOF-RHSMWYFYSA-N		4.0		
ONC(=O)[C@@H](NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)[C@H]1COCCN1	spark	HDVPKKUOCUNBPC-MNOVXSKESA-N		5.0		
COC1(CNC1)C(NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	spark	ZAEOSBFZYNXSOD-UHFFFAOYSA-N		4.0		
CC#CC1=CC=C(C=C1)C(=O)N[C@@H]([C@H]1COCCN1)C(=O)NO	spark	HSCKVQACFORCHV-KGLIPLIRSA-N		5.0		
OCCC#CC#CC1=CC=C(C=C1)C(=O)N[C@@H](C(=O)NO)C1(O)CNC1	spark	JAIHFSUQFABAOV-HNNXBMFYSA-N		4.0		
CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)NCC[N+](C)(C)C	spark	SSUUFASEOKYSHF-QGZVFWFLSA-O		4.0		
NC1CC(F)(C1)C(NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	spark	DEYDGEWXHQQYRM-UHFFFAOYSA-N		5.0		
CC(C)(NCC(F)F)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@@H]1C[C@H]1CO)C(=O)NO	spark	UCXGWGOYYYAXCR-ZIFCJYIRSA-N		6.0		
CC#CC1=CCC(CC1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	spark	HQJOEBONACKJEM-PIJUOVFKSA-N		5.0		
CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)NCC(C)C	spark	XITHCOIHEIPHPM-MRXNPFEDSA-N		5.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(OC(F)(F)F)N=C1)C(=O)NO	spark	KDHNGRDSDDQORV-MRVPVSSYSA-N		5.0		
CC(C)([C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO)S(=O)(=O)C1CNC1	spark	JDNMTYSHMMBLCT-GOSISDBHSA-N		5.0		
CC(C)(N)[C@H](NC(=O)N1CCC[C@@H](F)C1)C(=O)NO	spark	ZQBUEIAUJMJVGG-HTQZYQBOSA-N		4.0		
COC1CCCN(CC1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	spark	WWZIFRUINKDAPW-QVDQXJPCSA-N		4.0		
CC(C)(N)[C@H](NC(=O)C1CCN(CC(F)(F)F)CC1)C(=O)NO	spark	OQRWUUQIOIZHGO-SECBINFHSA-N		4.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(OC(F)F)N=C1)C(=O)NO	spark	XQFCLVKSIBDMHE-MRVPVSSYSA-N		5.0		
C[C@@H](N)[C@H](NC(=O)C1=CC=C(OC(F)(F)F)C=C1)C(=O)NO	spark	WHBTYQLCMTUMDS-MUWHJKNJSA-N		5.5		
CC(C)(NCCO)[C@H](NC(=O)C1=CC=C(C=C1)C#C)C(=O)NO	spark	ZERIXYYOXSENAO-CYBMUJFWSA-N		5.0		
CC(C)(N)[C@H](NC(=O)N1CCC2(CC2)CC1)C(=O)NO	spark	CJMSLPZAUIBOGF-SECBINFHSA-N		4.5		
CC(C)(N)[C@H](NC(=O)N1CC2(C1)CCCC2)C(=O)NO	spark	DHKCUBVPCFXUOB-SECBINFHSA-N		4.0		
CC(C)(N)[C@H](NC(=O)N1CC2CC(C2)C1)C(=O)NO	spark	BVDKQRSRZNWPJF-AMDVSUOASA-N		4.0		
COC1=CC=C(C(F)=C1)C1=CC=CN(CCC(C)(C(=O)NO)S(C)(=O)=O)C1=O	spark	DOWIFVZNWNLEAA-UHFFFAOYSA-N		5.0		
CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CN(C1)C(=O)C1CCC1)C(=O)NO	spark	PDZYKVLDSPNLIA-HXUWFJFHSA-N		6.0		
CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCS(C)(=O)=O)C(=O)NO	spark	PXBBTYPZIAQJCC-MRXNPFEDSA-N		5.0		
CC(C)([C@H](NCC1=NOC(=C1)C1=CC=CC=C1)C(=O)NO)S(C)(=O)=O	spark	FXBKMYHBOQWKHU-CQSZACIVSA-N		5.0		
CN1C=NC(CS(=O)(=O)C(C)(C)[C@H](NC(=O)C2=CC=C(C=C2)C#CC#CCCO)C(=O)NO)=C1	spark	WYGNSQSZQMNEDE-HXUWFJFHSA-N		5.0		
CN1C=CN=C1CS(=O)(=O)C(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	spark	WKAHMRDPPFKLOT-HXUWFJFHSA-N		6.0		
OCCC#CC#CC1=CC=C(C=C1)C(=O)N[C@H]([C@H]1COC(=O)N1)C(=O)NO	spark	BAMJCLHEUYDGHW-HUUCEWRRSA-N		5.0		
CC(C)([C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO)S(=O)(=O)CC(O)CO	spark	IFRAIWOATPIFHA-QRWMCTBCSA-N		4.0		
CC(C)(NCCS(C)(=O)=O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@@H]1C[C@H]1CO)C(=O)NO	spark	MGMONTCAEXDKAG-HSALFYBXSA-N		5.0		
CC(C)S(=O)(=O)C(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	spark	FNOVJXFKQOCNBL-GOSISDBHSA-N		6.0		
CC(C)(NS(N)(=O)=O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	spark	IIWCDYDUQGVJAO-OAHLLOKOSA-N		5.0		
CN1C=NC=C1C(NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	spark	GJHOBUNOARNSSQ-UHFFFAOYSA-N		5.0		
CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCOCCO)C(=O)NO	spark	NVGXUOKFJPYYHL-MRXNPFEDSA-N		4.0		
CNC(=O)C(C)(CCN1C=CC(=CC1=O)C1=C(F)C=C(OC)C=C1)C(=O)NO	spark	BEWZSCBYSWXAAR-UHFFFAOYSA-N		5.0		
C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#C)C(=O)NO	spark	IPNLBQVWUSDVAK-KCJUWKMLSA-N		5.0		
C[C@@](O)(C(NC(=O)C1=CC=C(OC(F)(F)F)C=C1)C(=O)NO)C1=CNN=N1	spark	IXXLLVZYRNUMCR-HQVZTVAUSA-N		5.0		
CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#C)C(=O)NO	spark	UBABAQMSNZXVOB-LLVKDONJSA-N		4.5		
COC1=CC=C(C(F)=C1)C1=CC(=O)N(CCC(C)(C(=O)NO)S(C)(=O)=O)C=C1	spark	DNVUWHWBCMGQLU-UHFFFAOYSA-N		6.0		
CN(C)C1CN(C1)C1CC(C1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)O	spark	OEXKLZLWWGYQMF-ZOGYUUGASA-N		5.0		
CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CN(C1)C(=O)[C@@H]1CCN1)C(=O)NO	spark	VMUUZMVOTPJGBU-RBUKOAKNSA-N		5.0		
CC(C)([C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CN(CCO)C1)C(=O)NO)S(C)(=O)=O	spark	GJUDOUTVYMYHBJ-LJQANCHMSA-N		6.0		
COC1=NC=CC(=C1)C1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	spark	UOZVMWPGNZKEJP-OAHLLOKOSA-N		5.0		
COC1=CC=C(C(F)=C1)C1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	spark	SDLGARKRZYOVOB-MRXNPFEDSA-N		6.0		
CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC(C1)N1CC(F)C1)C(=O)NO	spark	DCIQIQIOOXVFNW-RRWXTXHCSA-N		6.0		
C[C@H](O)\C=C\C#CC1=CC=C(C=C1)C(=O)N[C@@H]([C@@H](C)N)C(=O)NO	spark	USSGEAFOJCFHQW-NIPJIOOZSA-N		5.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCOCCO)C(=O)NO	spark	JYMMOAAASGUFCT-MRXNPFEDSA-N		6.0		
CN1C=C(C=CC1=O)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	spark	OXLNXGGVDPGKRH-LJQANCHMSA-N		6.0		
CN1C=CC(=CC1=O)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	spark	MTPCBIBPLTYUGY-LJQANCHMSA-N		6.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC(C)(O)CO)C(=O)NO	spark	OLNQVHDSLIBFEK-NYRJJRHWSA-N		5.0		
CNC[C@@H]1C[C@H]1C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)O	spark	YJVMUXBGMVYXGF-FGTMMUONSA-N		5.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@@H](O)CO)C(=O)NO	spark	SGDQOWMVSKWGAT-HUUCEWRRSA-N		5.0		
C[C@@H](NC(=O)[C@H](N)CO)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	spark	BUVDMHNYCXHPIY-XYPHTWIQSA-N		6.0		
CC(O)CC#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	spark	QTYCRVMBHRCXCC-FQNRMIAFSA-N		6.0		
CC(=O)N[C@H]1C[C@@H]1C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	spark	HEQXRHJMRRUVHF-OKZBNKHCSA-N		5.0		
[H]C(=O)N1CC(C1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)NC	spark	PDESMPUAVJUVAA-GOSISDBHSA-N		6.0		
CNC(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@H]1C[C@H](O)C1)C(=O)NO	spark	CBKVCPUKJUKUEA-KBAYOESNSA-N		6.0		
CC1=CC(CNC(C)(C)[C@H](NC(=O)C2=CC=C(C=C2)C#CC#CCCO)C(=O)NO)=NO1	spark	LCXMVEVAGIOKIY-HXUWFJFHSA-N		6.0		
CC1=CC(=NO1)[C@@H](N)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@@H]1C[C@H]1CO)C(=O)NO	spark	LEGWRQXUVIJHRJ-PIKOESSRSA-N		5.0		
CC1=CC(=NO1)C(O)C(NC(=O)C1=CC=C(C=C1)C#CC#C[C@@H]1C[C@H]1CO)C(=O)NO	spark	CDHQIGNIGCEEAT-WSCVDHEUSA-N		6.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCC(O)CO)C(=O)NO	spark	FRUKFUMENAOJPY-OEMAIJDKSA-N		5.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@H]1[C@@H](CO)[C@H]1CO)C(=O)NO	spark	SCXJNWTVWHYKMZ-XMTFNYHQSA-N		5.0		
C[C@@H](O)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	spark	ZAXWLRUJHGGJJJ-IUODEOHRSA-N		6.0		
ONC(=O)C(CC1=CNC2=C1C=CC=C2)NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1	spark	LYWULPGKJIGSCA-UHFFFAOYSA-N	4.5	5.0		
NC(CC1=CNC2=CC=CC=C12)C(=O)NO	spark	LBMAEBPZXXNKMZ-UHFFFAOYSA-N		3.5		
CCNC(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@@H]1CC1CO)C(=O)NO	spark	GCHRDXKSWQIMIH-ZYYFHIKCSA-N		6.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@@H]1C[C@H]2OCO[C@H]2C1)C(=O)NO	spark	JJQMOOJAIZEEFQ-OQIJWPOYSA-N		6.0		
ONC(=O)C(NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C12CCCN1CCC2	spark	LTGKWJQLNKMGJN-UHFFFAOYSA-N		6.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CCC(C)(C)O1)C(=O)NO	spark	NEPKFOPKLIPAIM-QRWMCTBCSA-N	4.5	6.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CCC(=O)C1)C(=O)NO	spark	SJFUIFQWIGLXMF-KPMSDPLLSA-N		6.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1COCCO1)C(=O)NO	spark	NPPSXDZKECTAKM-ZYMOGRSISA-N		6.0		
CCNC(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN(CCO)N=C1)C(=O)NO	spark	BDUDBZOPPNLGIR-HXUWFJFHSA-N		6.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN=C(NCCO)N=C1)C(=O)NO	spark	GOYHIMFBMLCGBF-GOSISDBHSA-N		6.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN=C(N=C1)N1CCC(O)CC1)C(=O)NO	spark	QJAUZPKKMIOIEQ-OAQYLSRUSA-N		6.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@H]1C[C@H](O)C1)C(=O)NO	spark	QXXNWMLRQHXNRG-DJIMGWMZSA-N		6.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC(C1)=NO)C(=O)NO	spark	RDXIKBMZWGQMNI-FBMWCMRBSA-N		6.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@H]1C[C@H](O)[C@H](O)C1)C(=O)NO	spark	KTIZUIDRAKSDAR-NRSFXHEJSA-N		6.0		
CCC(O)C(NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	spark	DIDBESWNFTXJPU-UHFFFAOYSA-N		6.0		
CN(C)C(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1(O)CCC1)C(=O)NO	spark	IQISKGMLZZDFQT-GOSISDBHSA-N		6.0		
CC(C)(N)[C@H](NC(=O)C1=NC=C(C=N1)C#CC#CC1CC1)C(=O)NO	spark	LDSIAOQPCHZYIM-CYBMUJFWSA-N	4.0	5.5		
CC(C)(N)[C@H](NC(=O)C1=NN=C(C=C1)C#CC#CC1CC1)C(=O)NO	spark	UQBLNVYNCOCGPS-CQSZACIVSA-N		5.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1C(=O)NO)C(=O)NO	spark	PGKQABAJKRYNEE-UYSNPLJNSA-N		5.0		
CC(C)NC1(CCC1)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	spark	VTSROCXUFRFTAQ-HXUWFJFHSA-N		6.0		
NC1(CCC1)[C@H](NC(=O)C1=CC=C(C=C1)C#C\C=C\C1CC1)C(=O)NO	spark	IZFNHDZYSHOXEY-NZURWCHMSA-N		7.0		
CN(C)C(=O)C1CC1C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	spark	IWVNUIIWNYMGNE-DAWZGUTISA-N		6.0		
C[N+](C)(C)CCNC[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	spark	CHXYWQJPFYNXFU-FQEVSTJZSA-O		5.0		
ONC(=O)[C@H](CNC1COC1)NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1	spark	ARODVHDUELFWOL-SFHVURJKSA-N		5.0		
CN(C)CC(C)(C)CNC[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	spark	QVMXAPRJQDYNNG-NRFANRHFSA-N		5.5		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCN1CC(C1)C(O)=O)C(=O)NO	spark	PHVOGZRYRXETOA-QGZVFWFLSA-N	4.5	5.0		
CC(C)(NCC1=CC=CC=C1)[C@H](NC(=O)C1=CC=C(C=C1)C#C\C=C\C1CC1)C(=O)NO	spark	XGEFWUJPSNAZAI-AVAOGFIGSA-N	4.5	6.0		
CCNC[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	spark	YHPYCEDZURGGPV-KRWDZBQOSA-N		6.0		
CCCNC(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#C\C=C\C1CC1)C(=O)NO	spark	NTQPFYYHBJAHBS-WSSFADSRSA-N	4.5	7.0		
CC(C)CNC(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#C\C=C\C1CC1)C(=O)NO	spark	GOAJWWUGELTCFY-ZEZYUPADSA-N		7.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(C=C1)C(=O)NCCO)C(=O)NO	spark	FZHNZEZZESBNHG-OAQYLSRUSA-N		6.0		
CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCN1CCOC1=O)C(=O)NO	spark	HTAYPCUPPCAPES-MRXNPFEDSA-N		5.5		
COC1=CC=C(NS(=O)(=O)C2=CC=C(S2)C#CC#CC2=CC=C(C=C2)C(=O)N[C@H](C(=O)NO)C(C)(C)N)C=C1	spark	ADFBLWNBWWERRM-XMMPIXPASA-N		5.5		
